,InitStorage(Powell&Mead),Inflow_Powell,Release_Mead,YearsTo12MAF
3419,19,6.5,11.5,2
3431,19,7,8.5,5
3432,19,7,9,4
3433,19,7,9.5,3
3434,19,7,10,3
3435,19,7,10.5,2
3436,19,7,11,2
3437,19,7,11.5,2
3450,19,7.5,9,5
3451,19,7.5,9.5,4
3452,19,7.5,10,3
3453,19,7.5,10.5,3
3454,19,7.5,11,2
3455,19,7.5,11.5,2
3469,19,8,9.5,5
3470,19,8,10,4
3471,19,8,10.5,3
3472,19,8,11,3
3473,19,8,11.5,2
3488,19,8.5,10,5
3489,19,8.5,10.5,4
3490,19,8.5,11,3
3491,19,8.5,11.5,3
3507,19,9,10.5,5
3508,19,9,11,4
3509,19,9,11.5,3
3526,19,9.5,11,5
3527,19,9.5,11.5,4
3545,19,10,11.5,5
3747,20,3,4.5,5
3748,20,3,5,4
3749,20,3,5.5,4
3750,20,3,6,3
3751,20,3,6.5,3
3752,20,3,7,2
3753,20,3,7.5,2
3754,20,3,8,2
3755,20,3,8.5,2
3756,20,3,9,2
3757,20,3,9.5,2
3758,20,3,10,2
3759,20,3,10.5,2
3760,20,3,11,1
3761,20,3,11.5,1
3766,20,3.5,5,5
3767,20,3.5,5.5,4
3768,20,3.5,6,4
3769,20,3.5,6.5,3
3770,20,3.5,7,3
3771,20,3.5,7.5,2
3772,20,3.5,8,2
3773,20,3.5,8.5,2
3774,20,3.5,9,2
3775,20,3.5,9.5,2
3776,20,3.5,10,2
3777,20,3.5,10.5,2
3778,20,3.5,11,2
3779,20,3.5,11.5,1
3785,20,4,5.5,5
3786,20,4,6,4
3787,20,4,6.5,4
3788,20,4,7,3
3789,20,4,7.5,3
3790,20,4,8,2
3791,20,4,8.5,2
3792,20,4,9,2
3793,20,4,9.5,2
3794,20,4,10,2
3795,20,4,10.5,2
3796,20,4,11,2
3797,20,4,11.5,2
3804,20,4.5,6,5
3805,20,4.5,6.5,4
3806,20,4.5,7,4
3807,20,4.5,7.5,3
3808,20,4.5,8,3
3809,20,4.5,8.5,2
3810,20,4.5,9,2
3811,20,4.5,9.5,2
3812,20,4.5,10,2
3813,20,4.5,10.5,2
3814,20,4.5,11,2
3815,20,4.5,11.5,2
3823,20,5,6.5,5
3824,20,5,7,4
3825,20,5,7.5,4
3826,20,5,8,3
3827,20,5,8.5,3
3828,20,5,9,2
3829,20,5,9.5,2
3830,20,5,10,2
3831,20,5,10.5,2
3832,20,5,11,2
3833,20,5,11.5,2
3842,20,5.5,7,5
3843,20,5.5,7.5,4
3844,20,5.5,8,4
3845,20,5.5,8.5,3
3846,20,5.5,9,3
3847,20,5.5,9.5,2
3848,20,5.5,10,2
3849,20,5.5,10.5,2
3850,20,5.5,11,2
3851,20,5.5,11.5,2
3861,20,6,7.5,5
3862,20,6,8,4
3863,20,6,8.5,4
3864,20,6,9,3
3865,20,6,9.5,3
3866,20,6,10,2
3867,20,6,10.5,2
3868,20,6,11,2
3869,20,6,11.5,2
3880,20,6.5,8,5
3881,20,6.5,8.5,4
3882,20,6.5,9,4
3883,20,6.5,9.5,3
3884,20,6.5,10,3
3885,20,6.5,10.5,2
3886,20,6.5,11,2
3887,20,6.5,11.5,2
3899,20,7,8.5,5
3900,20,7,9,4
3901,20,7,9.5,4
3902,20,7,10,3
3903,20,7,10.5,3
3904,20,7,11,2
3905,20,7,11.5,2
3918,20,7.5,9,5
3919,20,7.5,9.5,4
3920,20,7.5,10,4
3921,20,7.5,10.5,3
3922,20,7.5,11,3
3923,20,7.5,11.5,2
3937,20,8,9.5,5
3938,20,8,10,4
3939,20,8,10.5,4
3940,20,8,11,3
3941,20,8,11.5,3
3956,20,8.5,10,5
3957,20,8.5,10.5,4
3958,20,8.5,11,4
3959,20,8.5,11.5,3
3975,20,9,10.5,5
3976,20,9,11,4
3977,20,9,11.5,4
3994,20,9.5,11,5
3995,20,9.5,11.5,4
4013,20,10,11.5,5
4216,21,3,5,5
4217,21,3,5.5,4
4218,21,3,6,3
4219,21,3,6.5,3
4220,21,3,7,3
4221,21,3,7.5,2
4222,21,3,8,2
4223,21,3,8.5,2
4224,21,3,9,2
4225,21,3,9.5,2
4226,21,3,10,2
4227,21,3,10.5,2
4228,21,3,11,2
4229,21,3,11.5,2
4235,21,3.5,5.5,5
4236,21,3.5,6,4
4237,21,3.5,6.5,3
4238,21,3.5,7,3
4239,21,3.5,7.5,3
4240,21,3.5,8,2
4241,21,3.5,8.5,2
4242,21,3.5,9,2
4243,21,3.5,9.5,2
4244,21,3.5,10,2
4245,21,3.5,10.5,2
4246,21,3.5,11,2
4247,21,3.5,11.5,2
4254,21,4,6,5
4255,21,4,6.5,4
4256,21,4,7,3
4257,21,4,7.5,3
4258,21,4,8,3
4259,21,4,8.5,2
4260,21,4,9,2
4261,21,4,9.5,2
4262,21,4,10,2
4263,21,4,10.5,2
4264,21,4,11,2
4265,21,4,11.5,2
4273,21,4.5,6.5,5
4274,21,4.5,7,4
4275,21,4.5,7.5,3
4276,21,4.5,8,3
4277,21,4.5,8.5,3
4278,21,4.5,9,2
4279,21,4.5,9.5,2
4280,21,4.5,10,2
4281,21,4.5,10.5,2
4282,21,4.5,11,2
4283,21,4.5,11.5,2
4292,21,5,7,5
4293,21,5,7.5,4
4294,21,5,8,3
4295,21,5,8.5,3
4296,21,5,9,3
4297,21,5,9.5,2
4298,21,5,10,2
4299,21,5,10.5,2
4300,21,5,11,2
4301,21,5,11.5,2
4311,21,5.5,7.5,5
4312,21,5.5,8,4
4313,21,5.5,8.5,3
4314,21,5.5,9,3
4315,21,5.5,9.5,3
4316,21,5.5,10,2
4317,21,5.5,10.5,2
4318,21,5.5,11,2
4319,21,5.5,11.5,2
4330,21,6,8,5
4331,21,6,8.5,4
4332,21,6,9,3
4333,21,6,9.5,3
4334,21,6,10,3
4335,21,6,10.5,2
4336,21,6,11,2
4337,21,6,11.5,2
4349,21,6.5,8.5,5
4350,21,6.5,9,4
4351,21,6.5,9.5,3
4352,21,6.5,10,3
4353,21,6.5,10.5,3
4354,21,6.5,11,2
4355,21,6.5,11.5,2
4368,21,7,9,5
4369,21,7,9.5,4
4370,21,7,10,3
4371,21,7,10.5,3
4372,21,7,11,3
4373,21,7,11.5,2
4387,21,7.5,9.5,5
4388,21,7.5,10,4
4389,21,7.5,10.5,3
4390,21,7.5,11,3
4391,21,7.5,11.5,3
4406,21,8,10,5
4407,21,8,10.5,4
4408,21,8,11,3
4409,21,8,11.5,3
4425,21,8.5,10.5,5
4426,21,8.5,11,4
4427,21,8.5,11.5,3
4444,21,9,11,5
4445,21,9,11.5,4
4463,21,9.5,11.5,5
4684,22,3,5,5
4685,22,3,5.5,4
4686,22,3,6,4
4687,22,3,6.5,3
4688,22,3,7,3
4689,22,3,7.5,3
4690,22,3,8,2
4691,22,3,8.5,2
4692,22,3,9,2
4693,22,3,9.5,2
4694,22,3,10,2
4695,22,3,10.5,2
4696,22,3,11,2
4697,22,3,11.5,2
4703,22,3.5,5.5,5
4704,22,3.5,6,4
4705,22,3.5,6.5,4
4706,22,3.5,7,3
4707,22,3.5,7.5,3
4708,22,3.5,8,3
4709,22,3.5,8.5,2
4710,22,3.5,9,2
4711,22,3.5,9.5,2
4712,22,3.5,10,2
4713,22,3.5,10.5,2
4714,22,3.5,11,2
4715,22,3.5,11.5,2
4722,22,4,6,5
4723,22,4,6.5,4
4724,22,4,7,4
4725,22,4,7.5,3
4726,22,4,8,3
4727,22,4,8.5,3
4728,22,4,9,2
4729,22,4,9.5,2
4730,22,4,10,2
4731,22,4,10.5,2
4732,22,4,11,2
4733,22,4,11.5,2
4741,22,4.5,6.5,5
4742,22,4.5,7,4
4743,22,4.5,7.5,4
4744,22,4.5,8,3
4745,22,4.5,8.5,3
4746,22,4.5,9,3
4747,22,4.5,9.5,2
4748,22,4.5,10,2
4749,22,4.5,10.5,2
4750,22,4.5,11,2
4751,22,4.5,11.5,2
4760,22,5,7,5
4761,22,5,7.5,4
4762,22,5,8,4
4763,22,5,8.5,3
4764,22,5,9,3
4765,22,5,9.5,3
4766,22,5,10,2
4767,22,5,10.5,2
4768,22,5,11,2
4769,22,5,11.5,2
4779,22,5.5,7.5,5
4780,22,5.5,8,4
4781,22,5.5,8.5,4
4782,22,5.5,9,3
4783,22,5.5,9.5,3
4784,22,5.5,10,3
4785,22,5.5,10.5,2
4786,22,5.5,11,2
4787,22,5.5,11.5,2
4798,22,6,8,5
4799,22,6,8.5,4
4800,22,6,9,4
4801,22,6,9.5,3
4802,22,6,10,3
4803,22,6,10.5,3
4804,22,6,11,2
4805,22,6,11.5,2
4817,22,6.5,8.5,5
4818,22,6.5,9,4
4819,22,6.5,9.5,4
4820,22,6.5,10,3
4821,22,6.5,10.5,3
4822,22,6.5,11,3
4823,22,6.5,11.5,2
4836,22,7,9,5
4837,22,7,9.5,4
4838,22,7,10,4
4839,22,7,10.5,3
4840,22,7,11,3
4841,22,7,11.5,3
4855,22,7.5,9.5,5
4856,22,7.5,10,4
4857,22,7.5,10.5,4
4858,22,7.5,11,3
4859,22,7.5,11.5,3
4874,22,8,10,5
4875,22,8,10.5,4
4876,22,8,11,4
4877,22,8,11.5,3
4893,22,8.5,10.5,5
4894,22,8.5,11,4
4895,22,8.5,11.5,4
4912,22,9,11,5
4913,22,9,11.5,4
4931,22,9.5,11.5,5
5152,23,3,5,5
5153,23,3,5.5,5
5154,23,3,6,4
5155,23,3,6.5,3
5156,23,3,7,3
5157,23,3,7.5,3
5158,23,3,8,3
5159,23,3,8.5,2
5160,23,3,9,2
5161,23,3,9.5,2
5162,23,3,10,2
5163,23,3,10.5,2
5164,23,3,11,2
5165,23,3,11.5,2
5171,23,3.5,5.5,5
5172,23,3.5,6,5
5173,23,3.5,6.5,4
5174,23,3.5,7,3
5175,23,3.5,7.5,3
5176,23,3.5,8,3
5177,23,3.5,8.5,3
5178,23,3.5,9,2
5179,23,3.5,9.5,2
5180,23,3.5,10,2
5181,23,3.5,10.5,2
5182,23,3.5,11,2
5183,23,3.5,11.5,2
5190,23,4,6,5
5191,23,4,6.5,5
5192,23,4,7,4
5193,23,4,7.5,3
5194,23,4,8,3
5195,23,4,8.5,3
5196,23,4,9,3
5197,23,4,9.5,2
5198,23,4,10,2
5199,23,4,10.5,2
5200,23,4,11,2
5201,23,4,11.5,2
5209,23,4.5,6.5,5
5210,23,4.5,7,5
5211,23,4.5,7.5,4
5212,23,4.5,8,3
5213,23,4.5,8.5,3
5214,23,4.5,9,3
5215,23,4.5,9.5,3
5216,23,4.5,10,2
5217,23,4.5,10.5,2
5218,23,4.5,11,2
5219,23,4.5,11.5,2
5228,23,5,7,5
5229,23,5,7.5,5
5230,23,5,8,4
5231,23,5,8.5,3
5232,23,5,9,3
5233,23,5,9.5,3
5234,23,5,10,3
5235,23,5,10.5,2
5236,23,5,11,2
5237,23,5,11.5,2
5247,23,5.5,7.5,5
5248,23,5.5,8,5
5249,23,5.5,8.5,4
5250,23,5.5,9,3
5251,23,5.5,9.5,3
5252,23,5.5,10,3
5253,23,5.5,10.5,3
5254,23,5.5,11,2
5255,23,5.5,11.5,2
5266,23,6,8,5
5267,23,6,8.5,5
5268,23,6,9,4
5269,23,6,9.5,3
5270,23,6,10,3
5271,23,6,10.5,3
5272,23,6,11,3
5273,23,6,11.5,2
5285,23,6.5,8.5,5
5286,23,6.5,9,5
5287,23,6.5,9.5,4
5288,23,6.5,10,3
5289,23,6.5,10.5,3
5290,23,6.5,11,3
5291,23,6.5,11.5,3
5304,23,7,9,5
5305,23,7,9.5,5
5306,23,7,10,4
5307,23,7,10.5,3
5308,23,7,11,3
5309,23,7,11.5,3
5323,23,7.5,9.5,5
5324,23,7.5,10,5
5325,23,7.5,10.5,4
5326,23,7.5,11,3
5327,23,7.5,11.5,3
5343,23,8,10.5,5
5344,23,8,11,4
5345,23,8,11.5,3
5362,23,8.5,11,5
5363,23,8.5,11.5,4
5381,23,9,11.5,5
5621,24,3,5.5,5
5622,24,3,6,4
5623,24,3,6.5,4
5624,24,3,7,3
5625,24,3,7.5,3
5626,24,3,8,3
5627,24,3,8.5,3
5628,24,3,9,2
5629,24,3,9.5,2
5630,24,3,10,2
5631,24,3,10.5,2
5632,24,3,11,2
5633,24,3,11.5,2
5640,24,3.5,6,5
5641,24,3.5,6.5,4
5642,24,3.5,7,4
5643,24,3.5,7.5,3
5644,24,3.5,8,3
5645,24,3.5,8.5,3
5646,24,3.5,9,3
5647,24,3.5,9.5,2
5648,24,3.5,10,2
5649,24,3.5,10.5,2
5650,24,3.5,11,2
5651,24,3.5,11.5,2
5659,24,4,6.5,5
5660,24,4,7,4
5661,24,4,7.5,4
5662,24,4,8,3
5663,24,4,8.5,3
5664,24,4,9,3
5665,24,4,9.5,3
5666,24,4,10,2
5667,24,4,10.5,2
5668,24,4,11,2
5669,24,4,11.5,2
5678,24,4.5,7,5
5679,24,4.5,7.5,4
5680,24,4.5,8,4
5681,24,4.5,8.5,3
5682,24,4.5,9,3
5683,24,4.5,9.5,3
5684,24,4.5,10,3
5685,24,4.5,10.5,2
5686,24,4.5,11,2
5687,24,4.5,11.5,2
5697,24,5,7.5,5
5698,24,5,8,4
5699,24,5,8.5,4
5700,24,5,9,3
5701,24,5,9.5,3
5702,24,5,10,3
5703,24,5,10.5,3
5704,24,5,11,2
5705,24,5,11.5,2
5716,24,5.5,8,5
5717,24,5.5,8.5,4
5718,24,5.5,9,4
5719,24,5.5,9.5,3
5720,24,5.5,10,3
5721,24,5.5,10.5,3
5722,24,5.5,11,3
5723,24,5.5,11.5,2
5735,24,6,8.5,5
5736,24,6,9,4
5737,24,6,9.5,4
5738,24,6,10,3
5739,24,6,10.5,3
5740,24,6,11,3
5741,24,6,11.5,3
5754,24,6.5,9,5
5755,24,6.5,9.5,4
5756,24,6.5,10,4
5757,24,6.5,10.5,3
5758,24,6.5,11,3
5759,24,6.5,11.5,3
5773,24,7,9.5,5
5774,24,7,10,4
5775,24,7,10.5,4
5776,24,7,11,3
5777,24,7,11.5,3
5792,24,7.5,10,5
5793,24,7.5,10.5,4
5794,24,7.5,11,4
5795,24,7.5,11.5,3
5811,24,8,10.5,5
5812,24,8,11,4
5813,24,8,11.5,4
5830,24,8.5,11,5
5831,24,8.5,11.5,4
5849,24,9,11.5,5
6089,25,3,5.5,5
6090,25,3,6,5
6091,25,3,6.5,4
6092,25,3,7,4
6093,25,3,7.5,3
6094,25,3,8,3
6095,25,3,8.5,3
6096,25,3,9,3
6097,25,3,9.5,2
6098,25,3,10,2
6099,25,3,10.5,2
6100,25,3,11,2
6101,25,3,11.5,2
6108,25,3.5,6,5
6109,25,3.5,6.5,5
6110,25,3.5,7,4
6111,25,3.5,7.5,4
6112,25,3.5,8,3
6113,25,3.5,8.5,3
6114,25,3.5,9,3
6115,25,3.5,9.5,3
6116,25,3.5,10,2
6117,25,3.5,10.5,2
6118,25,3.5,11,2
6119,25,3.5,11.5,2
6127,25,4,6.5,5
6128,25,4,7,5
6129,25,4,7.5,4
6130,25,4,8,4
6131,25,4,8.5,3
6132,25,4,9,3
6133,25,4,9.5,3
6134,25,4,10,3
6135,25,4,10.5,2
6136,25,4,11,2
6137,25,4,11.5,2
6146,25,4.5,7,5
6147,25,4.5,7.5,5
6148,25,4.5,8,4
6149,25,4.5,8.5,4
6150,25,4.5,9,3
6151,25,4.5,9.5,3
6152,25,4.5,10,3
6153,25,4.5,10.5,3
6154,25,4.5,11,2
6155,25,4.5,11.5,2
6165,25,5,7.5,5
6166,25,5,8,5
6167,25,5,8.5,4
6168,25,5,9,4
6169,25,5,9.5,3
6170,25,5,10,3
6171,25,5,10.5,3
6172,25,5,11,3
6173,25,5,11.5,2
6184,25,5.5,8,5
6185,25,5.5,8.5,5
6186,25,5.5,9,4
6187,25,5.5,9.5,4
6188,25,5.5,10,3
6189,25,5.5,10.5,3
6190,25,5.5,11,3
6191,25,5.5,11.5,3
6203,25,6,8.5,5
6204,25,6,9,5
6205,25,6,9.5,4
6206,25,6,10,4
6207,25,6,10.5,3
6208,25,6,11,3
6209,25,6,11.5,3
6222,25,6.5,9,5
6223,25,6.5,9.5,5
6224,25,6.5,10,4
6225,25,6.5,10.5,4
6226,25,6.5,11,3
6227,25,6.5,11.5,3
6241,25,7,9.5,5
6242,25,7,10,5
6243,25,7,10.5,4
6244,25,7,11,4
6245,25,7,11.5,3
6260,25,7.5,10,5
6261,25,7.5,10.5,5
6262,25,7.5,11,4
6263,25,7.5,11.5,4
6279,25,8,10.5,5
6280,25,8,11,5
6281,25,8,11.5,4
6298,25,8.5,11,5
6299,25,8.5,11.5,5
6317,25,9,11.5,5
6558,26,3,6,5
6559,26,3,6.5,4
6560,26,3,7,4
6561,26,3,7.5,3
6562,26,3,8,3
6563,26,3,8.5,3
6564,26,3,9,3
6565,26,3,9.5,3
6566,26,3,10,2
6567,26,3,10.5,2
6568,26,3,11,2
6569,26,3,11.5,2
6577,26,3.5,6.5,5
6578,26,3.5,7,4
6579,26,3.5,7.5,4
6580,26,3.5,8,3
6581,26,3.5,8.5,3
6582,26,3.5,9,3
6583,26,3.5,9.5,3
6584,26,3.5,10,3
6585,26,3.5,10.5,2
6586,26,3.5,11,2
6587,26,3.5,11.5,2
6596,26,4,7,5
6597,26,4,7.5,4
6598,26,4,8,4
6599,26,4,8.5,3
6600,26,4,9,3
6601,26,4,9.5,3
6602,26,4,10,3
6603,26,4,10.5,3
6604,26,4,11,2
6605,26,4,11.5,2
6615,26,4.5,7.5,5
6616,26,4.5,8,4
6617,26,4.5,8.5,4
6618,26,4.5,9,3
6619,26,4.5,9.5,3
6620,26,4.5,10,3
6621,26,4.5,10.5,3
6622,26,4.5,11,3
6623,26,4.5,11.5,2
6634,26,5,8,5
6635,26,5,8.5,4
6636,26,5,9,4
6637,26,5,9.5,3
6638,26,5,10,3
6639,26,5,10.5,3
6640,26,5,11,3
6641,26,5,11.5,3
6653,26,5.5,8.5,5
6654,26,5.5,9,4
6655,26,5.5,9.5,4
6656,26,5.5,10,3
6657,26,5.5,10.5,3
6658,26,5.5,11,3
6659,26,5.5,11.5,3
6672,26,6,9,5
6673,26,6,9.5,4
6674,26,6,10,4
6675,26,6,10.5,3
6676,26,6,11,3
6677,26,6,11.5,3
6691,26,6.5,9.5,5
6692,26,6.5,10,4
6693,26,6.5,10.5,4
6694,26,6.5,11,3
6695,26,6.5,11.5,3
6710,26,7,10,5
6711,26,7,10.5,4
6712,26,7,11,4
6713,26,7,11.5,3
6729,26,7.5,10.5,5
6730,26,7.5,11,4
6731,26,7.5,11.5,4
6748,26,8,11,5
6749,26,8,11.5,4
6767,26,8.5,11.5,5
7026,27,3,6,5
7027,27,3,6.5,5
7028,27,3,7,4
7029,27,3,7.5,4
7030,27,3,8,3
7031,27,3,8.5,3
7032,27,3,9,3
7033,27,3,9.5,3
7034,27,3,10,3
7035,27,3,10.5,2
7036,27,3,11,2
7037,27,3,11.5,2
7045,27,3.5,6.5,5
7046,27,3.5,7,5
7047,27,3.5,7.5,4
7048,27,3.5,8,4
7049,27,3.5,8.5,3
7050,27,3.5,9,3
7051,27,3.5,9.5,3
7052,27,3.5,10,3
7053,27,3.5,10.5,3
7054,27,3.5,11,2
7055,27,3.5,11.5,2
7064,27,4,7,5
7065,27,4,7.5,5
7066,27,4,8,4
7067,27,4,8.5,4
7068,27,4,9,3
7069,27,4,9.5,3
7070,27,4,10,3
7071,27,4,10.5,3
7072,27,4,11,3
7073,27,4,11.5,2
7083,27,4.5,7.5,5
7084,27,4.5,8,5
7085,27,4.5,8.5,4
7086,27,4.5,9,4
7087,27,4.5,9.5,3
7088,27,4.5,10,3
7089,27,4.5,10.5,3
7090,27,4.5,11,3
7091,27,4.5,11.5,3
7102,27,5,8,5
7103,27,5,8.5,5
7104,27,5,9,4
7105,27,5,9.5,4
7106,27,5,10,3
7107,27,5,10.5,3
7108,27,5,11,3
7109,27,5,11.5,3
7121,27,5.5,8.5,5
7122,27,5.5,9,5
7123,27,5.5,9.5,4
7124,27,5.5,10,4
7125,27,5.5,10.5,3
7126,27,5.5,11,3
7127,27,5.5,11.5,3
7140,27,6,9,5
7141,27,6,9.5,5
7142,27,6,10,4
7143,27,6,10.5,4
7144,27,6,11,3
7145,27,6,11.5,3
7159,27,6.5,9.5,5
7160,27,6.5,10,5
7161,27,6.5,10.5,4
7162,27,6.5,11,4
7163,27,6.5,11.5,3
7178,27,7,10,5
7179,27,7,10.5,5
7180,27,7,11,4
7181,27,7,11.5,4
7197,27,7.5,10.5,5
7198,27,7.5,11,5
7199,27,7.5,11.5,4
7216,27,8,11,5
7217,27,8,11.5,5
7235,27,8.5,11.5,5
7494,28,3,6,5
7495,28,3,6.5,5
7496,28,3,7,4
7497,28,3,7.5,4
7498,28,3,8,4
7499,28,3,8.5,3
7500,28,3,9,3
7501,28,3,9.5,3
7502,28,3,10,3
7503,28,3,10.5,3
7504,28,3,11,2
7505,28,3,11.5,2
7513,28,3.5,6.5,5
7514,28,3.5,7,5
7515,28,3.5,7.5,4
7516,28,3.5,8,4
7517,28,3.5,8.5,4
7518,28,3.5,9,3
7519,28,3.5,9.5,3
7520,28,3.5,10,3
7521,28,3.5,10.5,3
7522,28,3.5,11,3
7523,28,3.5,11.5,2
7532,28,4,7,5
7533,28,4,7.5,5
7534,28,4,8,4
7535,28,4,8.5,4
7536,28,4,9,4
7537,28,4,9.5,3
7538,28,4,10,3
7539,28,4,10.5,3
7540,28,4,11,3
7541,28,4,11.5,3
7551,28,4.5,7.5,5
7552,28,4.5,8,5
7553,28,4.5,8.5,4
7554,28,4.5,9,4
7555,28,4.5,9.5,4
7556,28,4.5,10,3
7557,28,4.5,10.5,3
7558,28,4.5,11,3
7559,28,4.5,11.5,3
7570,28,5,8,5
7571,28,5,8.5,5
7572,28,5,9,4
7573,28,5,9.5,4
7574,28,5,10,4
7575,28,5,10.5,3
7576,28,5,11,3
7577,28,5,11.5,3
7589,28,5.5,8.5,5
7590,28,5.5,9,5
7591,28,5.5,9.5,4
7592,28,5.5,10,4
7593,28,5.5,10.5,4
7594,28,5.5,11,3
7595,28,5.5,11.5,3
7608,28,6,9,5
7609,28,6,9.5,5
7610,28,6,10,4
7611,28,6,10.5,4
7612,28,6,11,4
7613,28,6,11.5,3
7627,28,6.5,9.5,5
7628,28,6.5,10,5
7629,28,6.5,10.5,4
7630,28,6.5,11,4
7631,28,6.5,11.5,4
7646,28,7,10,5
7647,28,7,10.5,5
7648,28,7,11,4
7649,28,7,11.5,4
7665,28,7.5,10.5,5
7666,28,7.5,11,5
7667,28,7.5,11.5,4
7684,28,8,11,5
7685,28,8,11.5,5
7703,28,8.5,11.5,5
7963,29,3,6.5,5
7964,29,3,7,4
7965,29,3,7.5,4
7966,29,3,8,4
7967,29,3,8.5,3
7968,29,3,9,3
7969,29,3,9.5,3
7970,29,3,10,3
7971,29,3,10.5,3
7972,29,3,11,3
7973,29,3,11.5,2
7982,29,3.5,7,5
7983,29,3.5,7.5,4
7984,29,3.5,8,4
7985,29,3.5,8.5,4
7986,29,3.5,9,3
7987,29,3.5,9.5,3
7988,29,3.5,10,3
7989,29,3.5,10.5,3
7990,29,3.5,11,3
7991,29,3.5,11.5,3
8001,29,4,7.5,5
8002,29,4,8,4
8003,29,4,8.5,4
8004,29,4,9,4
8005,29,4,9.5,3
8006,29,4,10,3
8007,29,4,10.5,3
8008,29,4,11,3
8009,29,4,11.5,3
8020,29,4.5,8,5
8021,29,4.5,8.5,4
8022,29,4.5,9,4
8023,29,4.5,9.5,4
8024,29,4.5,10,3
8025,29,4.5,10.5,3
8026,29,4.5,11,3
8027,29,4.5,11.5,3
8039,29,5,8.5,5
8040,29,5,9,4
8041,29,5,9.5,4
8042,29,5,10,4
8043,29,5,10.5,3
8044,29,5,11,3
8045,29,5,11.5,3
8058,29,5.5,9,5
8059,29,5.5,9.5,4
8060,29,5.5,10,4
8061,29,5.5,10.5,4
8062,29,5.5,11,3
8063,29,5.5,11.5,3
8077,29,6,9.5,5
8078,29,6,10,4
8079,29,6,10.5,4
8080,29,6,11,4
8081,29,6,11.5,3
8096,29,6.5,10,5
8097,29,6.5,10.5,4
8098,29,6.5,11,4
8099,29,6.5,11.5,4
8115,29,7,10.5,5
8116,29,7,11,4
8117,29,7,11.5,4
8134,29,7.5,11,5
8135,29,7.5,11.5,4
8153,29,8,11.5,5
8431,30,3,6.5,5
8432,30,3,7,5
8433,30,3,7.5,4
8434,30,3,8,4
8435,30,3,8.5,4
8436,30,3,9,3
8437,30,3,9.5,3
8438,30,3,10,3
8439,30,3,10.5,3
8440,30,3,11,3
8441,30,3,11.5,3
8450,30,3.5,7,5
8451,30,3.5,7.5,5
8452,30,3.5,8,4
8453,30,3.5,8.5,4
8454,30,3.5,9,4
8455,30,3.5,9.5,3
8456,30,3.5,10,3
8457,30,3.5,10.5,3
8458,30,3.5,11,3
8459,30,3.5,11.5,3
8469,30,4,7.5,5
8470,30,4,8,5
8471,30,4,8.5,4
8472,30,4,9,4
8473,30,4,9.5,4
8474,30,4,10,3
8475,30,4,10.5,3
8476,30,4,11,3
8477,30,4,11.5,3
8488,30,4.5,8,5
8489,30,4.5,8.5,5
8490,30,4.5,9,4
8491,30,4.5,9.5,4
8492,30,4.5,10,4
8493,30,4.5,10.5,3
8494,30,4.5,11,3
8495,30,4.5,11.5,3
8507,30,5,8.5,5
8508,30,5,9,5
8509,30,5,9.5,4
8510,30,5,10,4
8511,30,5,10.5,4
8512,30,5,11,3
8513,30,5,11.5,3
8526,30,5.5,9,5
8527,30,5.5,9.5,5
8528,30,5.5,10,4
8529,30,5.5,10.5,4
8530,30,5.5,11,4
8531,30,5.5,11.5,3
8545,30,6,9.5,5
8546,30,6,10,5
8547,30,6,10.5,4
8548,30,6,11,4
8549,30,6,11.5,4
8564,30,6.5,10,5
8565,30,6.5,10.5,5
8566,30,6.5,11,4
8567,30,6.5,11.5,4
8583,30,7,10.5,5
8584,30,7,11,5
8585,30,7,11.5,4
8602,30,7.5,11,5
8603,30,7.5,11.5,5
8621,30,8,11.5,5
8900,31,3,7,5
8901,31,3,7.5,4
8902,31,3,8,4
8903,31,3,8.5,4
8904,31,3,9,4
8905,31,3,9.5,3
8906,31,3,10,3
8907,31,3,10.5,3
8908,31,3,11,3
8909,31,3,11.5,3
8919,31,3.5,7.5,5
8920,31,3.5,8,4
8921,31,3.5,8.5,4
8922,31,3.5,9,4
8923,31,3.5,9.5,4
8924,31,3.5,10,3
8925,31,3.5,10.5,3
8926,31,3.5,11,3
8927,31,3.5,11.5,3
8938,31,4,8,5
8939,31,4,8.5,4
8940,31,4,9,4
8941,31,4,9.5,4
8942,31,4,10,4
8943,31,4,10.5,3
8944,31,4,11,3
8945,31,4,11.5,3
8957,31,4.5,8.5,5
8958,31,4.5,9,4
8959,31,4.5,9.5,4
8960,31,4.5,10,4
8961,31,4.5,10.5,4
8962,31,4.5,11,3
8963,31,4.5,11.5,3
8976,31,5,9,5
8977,31,5,9.5,4
8978,31,5,10,4
8979,31,5,10.5,4
8980,31,5,11,4
8981,31,5,11.5,3
8995,31,5.5,9.5,5
8996,31,5.5,10,4
8997,31,5.5,10.5,4
8998,31,5.5,11,4
8999,31,5.5,11.5,4
9014,31,6,10,5
9015,31,6,10.5,4
9016,31,6,11,4
9017,31,6,11.5,4
9033,31,6.5,10.5,5
9034,31,6.5,11,4
9035,31,6.5,11.5,4
9052,31,7,11,5
9053,31,7,11.5,4
9071,31,7.5,11.5,5
9368,32,3,7,5
9369,32,3,7.5,5
9370,32,3,8,4
9371,32,3,8.5,4
9372,32,3,9,4
9373,32,3,9.5,3
9374,32,3,10,3
9375,32,3,10.5,3
9376,32,3,11,3
9377,32,3,11.5,3
9387,32,3.5,7.5,5
